# Region type : patch Inlet
# Faces  :    288
# Area   :    1.406185e+00
# Time        	sum(phi)
88            	-5.000000e+00
88.0013       	-2.000000e+01
88.0028       	-2.000000e+01
88.0045       	-2.000000e+01
88.0064       	-2.000000e+01
88.0086       	-2.000000e+01
88.0111       	-2.000000e+01
88.0134       	-2.000000e+01
88.0158       	-2.000000e+01
88.0178       	-2.000000e+01
88.02         	-2.000000e+01
88.0221       	-2.000000e+01
88.0239       	-2.000000e+01
88.0259       	-2.000000e+01
88.0277       	-2.000000e+01
88.0296       	-2.000000e+01
88.0314       	-2.000000e+01
88.0334       	-2.000000e+01
88.0354       	-2.000000e+01
88.0374       	-2.000000e+01
88.0394       	-2.000000e+01
88.0414       	-2.000000e+01
88.0434       	-2.000000e+01
88.0454       	-2.000000e+01
88.0474       	-2.000000e+01
88.0496       	-2.000000e+01
88.0517       	-2.000000e+01
88.0539       	-2.000000e+01
88.0562       	-2.000000e+01
88.0585       	-2.000000e+01
88.0608       	-2.000000e+01
88.063        	-2.000000e+01
88.0652       	-2.000000e+01
88.0674       	-2.000000e+01
88.0695       	-2.000000e+01
88.0717       	-2.000000e+01
88.0738       	-2.000000e+01
88.0758       	-2.000000e+01
88.078        	-2.000000e+01
88.0801       	-2.000000e+01
88.0822       	-2.000000e+01
88.0844       	-2.000000e+01
88.0864       	-2.000000e+01
88.0885       	-2.000000e+01
88.0905       	-2.000000e+01
88.0926       	-2.000000e+01
88.0945       	-2.000000e+01
88.0964       	-2.000000e+01
88.0981       	-2.000000e+01
88.1          	-2.000000e+01
88.102        	-2.000000e+01
88.1041       	-2.000000e+01
88.1061       	-2.000000e+01
88.1082       	-2.000000e+01
88.1104       	-2.000000e+01
88.1127       	-2.000000e+01
88.115        	-2.000000e+01
88.1169       	-2.000000e+01
88.1189       	-2.000000e+01
88.1209       	-2.000000e+01
88.123        	-2.000000e+01
88.125        	-2.000000e+01
88.1273       	-2.000000e+01
88.1297       	-2.000000e+01
88.1319       	-2.000000e+01
88.134        	-2.000000e+01
88.1362       	-2.000000e+01
88.138        	-2.000000e+01
88.1399       	-2.000000e+01
88.1416       	-2.000000e+01
88.1434       	-2.000000e+01
88.1454       	-2.000000e+01
88.1472       	-2.000000e+01
88.1489       	-2.000000e+01
88.1505       	-2.000000e+01
88.1523       	-2.000000e+01
88.1544       	-2.000000e+01
88.1563       	-2.000000e+01
88.1582       	-2.000000e+01
88.1601       	-2.000000e+01
88.162        	-2.000000e+01
88.1639       	-2.000000e+01
88.1655       	-2.000000e+01
88.167        	-2.000000e+01
88.1688       	-2.000000e+01
88.1708       	-2.000000e+01
88.1728       	-2.000000e+01
88.1748       	-2.000000e+01
88.1768       	-2.000000e+01
88.1787       	-2.000000e+01
88.1807       	-2.000000e+01
88.1828       	-2.000000e+01
88.185        	-2.000000e+01
88.1871       	-2.000000e+01
88.1892       	-2.000000e+01
88.1914       	-2.000000e+01
88.1935       	-2.000000e+01
88.1957       	-2.000000e+01
88.1979       	-2.000000e+01
88.1996       	-2.000000e+01
88.2013       	-2.000000e+01
88.203        	-2.000000e+01
88.2047       	-2.000000e+01
88.2065       	-2.000000e+01
88.2085       	-2.000000e+01
88.2105       	-2.000000e+01
88.2126       	-2.000000e+01
88.2143       	-2.000000e+01
88.216        	-2.000000e+01
88.2175       	-2.000000e+01
88.2192       	-2.000000e+01
88.2208       	-2.000000e+01
88.2223       	-2.000000e+01
88.224        	-2.000000e+01
88.2255       	-2.000000e+01
88.2272       	-2.000000e+01
88.2288       	-2.000000e+01
88.2305       	-2.000000e+01
88.2322       	-2.000000e+01
88.234        	-2.000000e+01
88.236        	-2.000000e+01
88.2382       	-2.000000e+01
88.2405       	-2.000000e+01
88.2429       	-2.000000e+01
88.2455       	-2.000000e+01
88.248        	-2.000000e+01
88.2504       	-2.000000e+01
88.2527       	-2.000000e+01
88.2551       	-2.000000e+01
88.2573       	-2.000000e+01
