# Region type : patch Outlet
# Faces  :    20610
# Area   :    6.753910e+01
# Time        	sum(phi)
47            	0.000000e+00
47.0097       	0.000000e+00
47.0191       	0.000000e+00
47.0284       	0.000000e+00
47.0376       	0.000000e+00
47.0469       	0.000000e+00
47.0562       	0.000000e+00
47.0657       	0.000000e+00
47.0752       	0.000000e+00
47.0848       	0.000000e+00
47.0944       	0.000000e+00
47.1038       	0.000000e+00
47.1132       	0.000000e+00
47.1227       	0.000000e+00
47.132        	0.000000e+00
47.1413       	0.000000e+00
47.1508       	0.000000e+00
47.1603       	0.000000e+00
47.1701       	0.000000e+00
47.1797       	0.000000e+00
47.1892       	0.000000e+00
47.1985       	0.000000e+00
47.2077       	0.000000e+00
47.2169       	0.000000e+00
47.2261       	0.000000e+00
47.2353       	0.000000e+00
47.2446       	0.000000e+00
47.2539       	0.000000e+00
47.2633       	0.000000e+00
47.2729       	0.000000e+00
47.2823       	0.000000e+00
47.2917       	0.000000e+00
47.3009       	0.000000e+00
47.3099       	0.000000e+00
47.319        	0.000000e+00
47.3281       	0.000000e+00
47.3373       	0.000000e+00
47.3466       	0.000000e+00
47.3561       	0.000000e+00
47.3656       	0.000000e+00
47.375        	0.000000e+00
47.3845       	0.000000e+00
47.3938       	0.000000e+00
47.4032       	0.000000e+00
47.4125       	0.000000e+00
47.4218       	0.000000e+00
47.4313       	0.000000e+00
47.4409       	0.000000e+00
47.4506       	0.000000e+00
47.46         	0.000000e+00
47.4693       	0.000000e+00
47.4787       	0.000000e+00
47.4878       	0.000000e+00
47.497        	0.000000e+00
47.5061       	0.000000e+00
47.5152       	0.000000e+00
47.5246       	0.000000e+00
47.5339       	0.000000e+00
47.5432       	0.000000e+00
47.5527       	0.000000e+00
47.562        	0.000000e+00
47.5714       	0.000000e+00
47.5805       	0.000000e+00
47.5896       	0.000000e+00
47.5987       	0.000000e+00
47.6078       	0.000000e+00
47.6172       	0.000000e+00
47.6265       	0.000000e+00
47.6359       	0.000000e+00
47.6452       	0.000000e+00
47.6545       	0.000000e+00
47.6639       	0.000000e+00
47.6732       	0.000000e+00
47.6825       	0.000000e+00
47.6916       	0.000000e+00
47.7007       	0.000000e+00
47.7095       	0.000000e+00
47.718        	0.000000e+00
47.7266       	0.000000e+00
47.7349       	0.000000e+00
47.7424       	0.000000e+00
47.7492       	0.000000e+00
47.7555       	0.000000e+00
47.7614       	0.000000e+00
47.7674       	0.000000e+00
47.7734       	0.000000e+00
47.7793       	0.000000e+00
47.7855       	0.000000e+00
47.7916       	0.000000e+00
47.7977       	0.000000e+00
47.8039       	0.000000e+00
47.8098       	0.000000e+00
47.8154       	0.000000e+00
47.8205       	0.000000e+00
47.8254       	0.000000e+00
47.8301       	0.000000e+00
47.8346       	0.000000e+00
47.8389       	0.000000e+00
47.8432       	0.000000e+00
47.8473       	0.000000e+00
47.8513       	0.000000e+00
47.8553       	0.000000e+00
47.8593       	0.000000e+00
47.8632       	0.000000e+00
47.8672       	0.000000e+00
47.8711       	0.000000e+00
47.875        	0.000000e+00
47.8789       	0.000000e+00
47.8828       	0.000000e+00
47.8868       	0.000000e+00
47.8909       	0.000000e+00
47.8949       	0.000000e+00
47.899        	0.000000e+00
47.903        	0.000000e+00
47.9072       	0.000000e+00
47.9114       	0.000000e+00
47.9156       	0.000000e+00
47.9199       	0.000000e+00
47.9241       	0.000000e+00
47.9285       	0.000000e+00
47.933        	0.000000e+00
47.9375       	0.000000e+00
47.9419       	0.000000e+00
47.9464       	0.000000e+00
47.9509       	0.000000e+00
47.9553       	0.000000e+00
47.9598       	0.000000e+00
47.9643       	0.000000e+00
47.9687       	0.000000e+00
47.9732       	0.000000e+00
47.9777       	0.000000e+00
47.9821       	0.000000e+00
47.9866       	0.000000e+00
47.9911       	0.000000e+00
47.9955       	0.000000e+00
48            	0.000000e+00
48.0048       	0.000000e+00
48.0096       	0.000000e+00
48.0144       	0.000000e+00
48.0191       	0.000000e+00
48.0239       	0.000000e+00
48.0287       	0.000000e+00
48.0335       	0.000000e+00
48.0383       	0.000000e+00
48.0432       	0.000000e+00
48.048        	0.000000e+00
48.0529       	0.000000e+00
48.0576       	0.000000e+00
48.0622       	0.000000e+00
48.0667       	0.000000e+00
48.071        	0.000000e+00
48.0752       	0.000000e+00
48.0795       	0.000000e+00
48.0838       	0.000000e+00
48.0881       	0.000000e+00
48.0924       	0.000000e+00
48.0968       	0.000000e+00
48.1012       	0.000000e+00
48.1055       	0.000000e+00
48.1099       	0.000000e+00
48.1138       	0.000000e+00
48.1176       	0.000000e+00
48.1213       	0.000000e+00
48.125        	0.000000e+00
48.1287       	0.000000e+00
48.1323       	0.000000e+00
48.136        	0.000000e+00
48.1396       	0.000000e+00
48.1432       	0.000000e+00
48.1467       	0.000000e+00
48.1503       	0.000000e+00
48.1538       	0.000000e+00
48.1573       	0.000000e+00
48.1608       	0.000000e+00
48.1643       	0.000000e+00
48.1677       	0.000000e+00
48.1711       	0.000000e+00
48.1745       	0.000000e+00
48.1779       	0.000000e+00
48.1813       	0.000000e+00
48.1847       	0.000000e+00
48.188        	0.000000e+00
48.1913       	0.000000e+00
48.1945       	0.000000e+00
48.1976       	0.000000e+00
48.2005       	0.000000e+00
48.2034       	0.000000e+00
48.2062       	0.000000e+00
48.2091       	0.000000e+00
48.2121       	0.000000e+00
48.2151       	0.000000e+00
48.2181       	0.000000e+00
48.2212       	0.000000e+00
48.2242       	0.000000e+00
48.2271       	0.000000e+00
48.2297       	0.000000e+00
48.2323       	0.000000e+00
48.2349       	0.000000e+00
48.2375       	0.000000e+00
48.2402       	0.000000e+00
48.243        	0.000000e+00
48.2459       	0.000000e+00
48.2489       	0.000000e+00
48.2519       	0.000000e+00
48.255        	0.000000e+00
48.2582       	0.000000e+00
48.2613       	0.000000e+00
48.2644       	0.000000e+00
48.2676       	0.000000e+00
48.2708       	0.000000e+00
48.2741       	0.000000e+00
48.2774       	0.000000e+00
48.2808       	0.000000e+00
48.2842       	0.000000e+00
48.2876       	0.000000e+00
48.2912       	0.000000e+00
48.2948       	0.000000e+00
48.2984       	0.000000e+00
48.302        	0.000000e+00
48.3057       	0.000000e+00
48.3094       	0.000000e+00
48.3132       	0.000000e+00
48.317        	0.000000e+00
48.3209       	0.000000e+00
48.3249       	0.000000e+00
48.3288       	0.000000e+00
48.3328       	0.000000e+00
48.337        	0.000000e+00
48.3412       	0.000000e+00
48.3454       	0.000000e+00
48.3496       	0.000000e+00
48.354        	0.000000e+00
48.3585       	0.000000e+00
48.363        	0.000000e+00
48.3676       	0.000000e+00
48.3723       	0.000000e+00
48.377        	0.000000e+00
48.3818       	0.000000e+00
48.3867       	0.000000e+00
48.3918       	0.000000e+00
48.3968       	0.000000e+00
48.4019       	0.000000e+00
48.4068       	0.000000e+00
48.4116       	0.000000e+00
48.4164       	0.000000e+00
48.4211       	0.000000e+00
48.4258       	0.000000e+00
48.4304       	0.000000e+00
48.4351       	0.000000e+00
48.4397       	0.000000e+00
48.4444       	0.000000e+00
48.449        	0.000000e+00
48.4536       	0.000000e+00
48.4581       	0.000000e+00
48.4627       	0.000000e+00
48.4672       	0.000000e+00
48.4717       	0.000000e+00
48.4762       	0.000000e+00
48.4807       	0.000000e+00
48.4852       	0.000000e+00
48.4897       	0.000000e+00
48.4941       	0.000000e+00
48.4986       	0.000000e+00
48.503        	0.000000e+00
48.5074       	0.000000e+00
48.5118       	0.000000e+00
48.5162       	0.000000e+00
48.5206       	0.000000e+00
48.525        	0.000000e+00
48.5293       	0.000000e+00
48.5337       	0.000000e+00
48.5381       	0.000000e+00
48.5424       	0.000000e+00
48.5468       	0.000000e+00
48.5511       	0.000000e+00
48.5555       	0.000000e+00
48.5598       	0.000000e+00
48.5642       	0.000000e+00
48.5686       	0.000000e+00
48.5729       	0.000000e+00
48.5772       	0.000000e+00
48.5815       	0.000000e+00
48.5859       	0.000000e+00
48.5902       	0.000000e+00
48.5945       	0.000000e+00
48.5988       	0.000000e+00
48.6031       	0.000000e+00
48.6074       	0.000000e+00
48.6117       	0.000000e+00
48.616        	0.000000e+00
48.6203       	0.000000e+00
48.6245       	0.000000e+00
48.6288       	0.000000e+00
48.6331       	0.000000e+00
48.6373       	0.000000e+00
48.6416       	0.000000e+00
48.6457       	0.000000e+00
48.6499       	0.000000e+00
48.6541       	0.000000e+00
48.6582       	0.000000e+00
48.6623       	0.000000e+00
48.6664       	0.000000e+00
48.6705       	0.000000e+00
48.6747       	0.000000e+00
48.6788       	0.000000e+00
48.6829       	0.000000e+00
48.687        	0.000000e+00
48.691        	0.000000e+00
48.695        	0.000000e+00
48.699        	0.000000e+00
48.7031       	0.000000e+00
48.7071       	0.000000e+00
48.711        	0.000000e+00
48.715        	0.000000e+00
48.7189       	0.000000e+00
48.7229       	0.000000e+00
48.7268       	0.000000e+00
48.7307       	0.000000e+00
48.7346       	0.000000e+00
48.7385       	0.000000e+00
48.7424       	0.000000e+00
48.7463       	0.000000e+00
48.7502       	0.000000e+00
48.754        	0.000000e+00
48.7579       	0.000000e+00
48.7617       	0.000000e+00
48.7655       	0.000000e+00
48.7694       	0.000000e+00
48.7732       	0.000000e+00
48.7771       	0.000000e+00
48.7809       	0.000000e+00
48.7846       	0.000000e+00
48.7884       	0.000000e+00
48.7922       	0.000000e+00
48.796        	0.000000e+00
48.7997       	0.000000e+00
48.8035       	0.000000e+00
48.8073       	0.000000e+00
48.8111       	0.000000e+00
48.8149       	0.000000e+00
48.8186       	0.000000e+00
48.8224       	0.000000e+00
48.8262       	0.000000e+00
48.83         	0.000000e+00
48.8337       	0.000000e+00
48.8375       	0.000000e+00
48.8413       	0.000000e+00
48.8451       	0.000000e+00
48.8489       	0.000000e+00
48.8526       	0.000000e+00
48.8564       	0.000000e+00
48.8602       	0.000000e+00
48.864        	0.000000e+00
48.8678       	0.000000e+00
48.8716       	0.000000e+00
48.8754       	0.000000e+00
48.8793       	0.000000e+00
48.8831       	0.000000e+00
48.887        	0.000000e+00
48.8907       	0.000000e+00
48.8947       	0.000000e+00
48.8986       	0.000000e+00
48.9025       	0.000000e+00
48.9064       	0.000000e+00
48.9103       	0.000000e+00
48.9142       	0.000000e+00
48.9181       	0.000000e+00
48.922        	0.000000e+00
48.9259       	0.000000e+00
48.9298       	0.000000e+00
48.9337       	0.000000e+00
48.9376       	0.000000e+00
48.9415       	0.000000e+00
48.9454       	0.000000e+00
48.9493       	0.000000e+00
48.9532       	0.000000e+00
48.9568       	0.000000e+00
48.9607       	0.000000e+00
48.9646       	0.000000e+00
48.9682       	0.000000e+00
48.9717       	0.000000e+00
48.9752       	0.000000e+00
48.9788       	0.000000e+00
48.9823       	0.000000e+00
48.9859       	0.000000e+00
48.9894       	0.000000e+00
48.9929       	0.000000e+00
48.9965       	0.000000e+00
49            	0.000000e+00
49.004        	0.000000e+00
49.008        	0.000000e+00
49.012        	0.000000e+00
49.0158       	0.000000e+00
49.0196       	0.000000e+00
49.0234       	0.000000e+00
49.0272       	0.000000e+00
49.0309       	0.000000e+00
49.0347       	0.000000e+00
49.0385       	0.000000e+00
49.0422       	0.000000e+00
49.046        	0.000000e+00
49.0498       	0.000000e+00
49.0535       	0.000000e+00
49.0572       	0.000000e+00
49.061        	0.000000e+00
49.0647       	0.000000e+00
49.0684       	0.000000e+00
49.0721       	0.000000e+00
49.0758       	0.000000e+00
49.0795       	0.000000e+00
49.0831       	0.000000e+00
49.0868       	0.000000e+00
49.0905       	0.000000e+00
49.0941       	0.000000e+00
49.0977       	0.000000e+00
49.1014       	0.000000e+00
49.105        	0.000000e+00
49.1086       	0.000000e+00
49.1122       	0.000000e+00
49.1158       	0.000000e+00
49.1193       	0.000000e+00
49.1229       	0.000000e+00
49.1265       	0.000000e+00
49.13         	0.000000e+00
49.1335       	0.000000e+00
49.1371       	0.000000e+00
49.1406       	0.000000e+00
49.1441       	0.000000e+00
49.1476       	0.000000e+00
49.1511       	0.000000e+00
49.1546       	0.000000e+00
49.1581       	0.000000e+00
49.1615       	0.000000e+00
49.165        	0.000000e+00
49.1684       	0.000000e+00
49.1719       	0.000000e+00
49.1753       	0.000000e+00
49.1787       	0.000000e+00
49.1821       	0.000000e+00
49.1856       	0.000000e+00
49.189        	0.000000e+00
49.1924       	0.000000e+00
49.1957       	0.000000e+00
49.1991       	0.000000e+00
49.2024       	0.000000e+00
49.2057       	0.000000e+00
49.2091       	0.000000e+00
49.2124       	0.000000e+00
49.2157       	0.000000e+00
49.2191       	0.000000e+00
49.2224       	0.000000e+00
49.2258       	0.000000e+00
49.2292       	0.000000e+00
49.2325       	0.000000e+00
49.2358       	0.000000e+00
49.2391       	0.000000e+00
49.2424       	0.000000e+00
49.2457       	0.000000e+00
49.249        	0.000000e+00
49.2524       	0.000000e+00
49.2557       	0.000000e+00
49.259        	0.000000e+00
49.2623       	0.000000e+00
49.2656       	0.000000e+00
49.2689       	0.000000e+00
49.2722       	0.000000e+00
49.2755       	0.000000e+00
49.2788       	0.000000e+00
49.2821       	0.000000e+00
49.2854       	0.000000e+00
49.2886       	0.000000e+00
49.2919       	0.000000e+00
49.2952       	0.000000e+00
49.2985       	0.000000e+00
49.3018       	0.000000e+00
49.3051       	0.000000e+00
49.3084       	0.000000e+00
49.3118       	0.000000e+00
49.3152       	0.000000e+00
49.3187       	0.000000e+00
49.322        	0.000000e+00
49.3254       	0.000000e+00
49.3287       	0.000000e+00
49.332        	0.000000e+00
49.3352       	0.000000e+00
49.3385       	0.000000e+00
49.3417       	0.000000e+00
49.345        	0.000000e+00
49.3482       	0.000000e+00
49.3514       	0.000000e+00
49.3546       	0.000000e+00
49.3578       	0.000000e+00
49.361        	0.000000e+00
49.3642       	0.000000e+00
49.3673       	0.000000e+00
49.3704       	0.000000e+00
49.3736       	0.000000e+00
49.3767       	0.000000e+00
49.3798       	0.000000e+00
49.3829       	0.000000e+00
49.386        	0.000000e+00
49.3891       	0.000000e+00
49.3921       	0.000000e+00
49.3952       	0.000000e+00
49.3982       	0.000000e+00
49.4013       	0.000000e+00
49.4043       	0.000000e+00
49.4073       	0.000000e+00
49.4103       	0.000000e+00
49.4134       	0.000000e+00
49.4163       	0.000000e+00
49.4193       	0.000000e+00
49.4223       	0.000000e+00
49.4253       	0.000000e+00
49.4283       	0.000000e+00
49.4312       	0.000000e+00
49.4342       	0.000000e+00
49.4371       	0.000000e+00
49.4401       	0.000000e+00
49.4431       	0.000000e+00
49.4461       	0.000000e+00
49.4492       	0.000000e+00
49.4522       	0.000000e+00
49.4554       	0.000000e+00
49.4586       	0.000000e+00
49.4619       	0.000000e+00
49.4652       	0.000000e+00
49.4685       	0.000000e+00
49.4716       	0.000000e+00
49.4747       	0.000000e+00
49.4777       	0.000000e+00
49.4805       	0.000000e+00
49.4834       	0.000000e+00
49.4863       	0.000000e+00
49.4892       	0.000000e+00
49.4923       	0.000000e+00
49.4955       	0.000000e+00
49.4987       	0.000000e+00
49.5021       	0.000000e+00
49.5056       	0.000000e+00
