# Region type : patch Inlet
# Faces  :    288
# Area   :    1.406185e+00
# Time        	sum(phi)
47.9156       	-5.000000e+00
47.9199       	-5.000000e+00
47.9241       	-5.000000e+00
47.9285       	-5.000000e+00
47.933        	-5.000000e+00
47.9375       	-5.000000e+00
47.9419       	-5.000000e+00
47.9464       	-5.000000e+00
47.9509       	-5.000000e+00
47.9553       	-5.000000e+00
47.9598       	-5.000000e+00
47.9643       	-5.000000e+00
47.9687       	-5.000000e+00
47.9732       	-5.000000e+00
47.9777       	-5.000000e+00
47.9821       	-5.000000e+00
47.9866       	-5.000000e+00
47.9911       	-5.000000e+00
47.9955       	-5.000000e+00
48            	-5.000000e+00
48.0048       	-5.000000e+00
48.0096       	-5.000000e+00
48.0144       	-5.000000e+00
48.0191       	-5.000000e+00
48.0239       	-5.000000e+00
48.0287       	-5.000000e+00
48.0335       	-5.000000e+00
48.0383       	-5.000000e+00
48.0432       	-5.000000e+00
48.048        	-5.000000e+00
48.0529       	-5.000000e+00
48.0576       	-5.000000e+00
48.0622       	-5.000000e+00
48.0667       	-5.000000e+00
48.071        	-5.000000e+00
48.0752       	-5.000000e+00
48.0795       	-5.000000e+00
48.0838       	-5.000000e+00
48.0881       	-5.000000e+00
48.0924       	-5.000000e+00
48.0968       	-5.000000e+00
48.1012       	-5.000000e+00
48.1055       	-5.000000e+00
48.1099       	-5.000000e+00
48.1138       	-5.000000e+00
48.1176       	-5.000000e+00
48.1213       	-5.000000e+00
48.125        	-5.000000e+00
48.1287       	-5.000000e+00
48.1323       	-5.000000e+00
48.136        	-5.000000e+00
48.1396       	-5.000000e+00
48.1432       	-5.000000e+00
48.1467       	-5.000000e+00
48.1503       	-5.000000e+00
48.1538       	-5.000000e+00
48.1573       	-5.000000e+00
48.1608       	-5.000000e+00
48.1643       	-5.000000e+00
48.1677       	-5.000000e+00
48.1711       	-5.000000e+00
48.1745       	-5.000000e+00
48.1779       	-5.000000e+00
48.1813       	-5.000000e+00
48.1847       	-5.000000e+00
48.188        	-5.000000e+00
48.1913       	-5.000000e+00
48.1945       	-5.000000e+00
48.1976       	-5.000000e+00
48.2005       	-5.000000e+00
48.2034       	-5.000000e+00
48.2062       	-5.000000e+00
48.2091       	-5.000000e+00
48.2121       	-5.000000e+00
48.2151       	-5.000000e+00
48.2181       	-5.000000e+00
48.2212       	-5.000000e+00
48.2242       	-5.000000e+00
48.2271       	-5.000000e+00
48.2297       	-5.000000e+00
48.2323       	-5.000000e+00
48.2349       	-5.000000e+00
48.2375       	-5.000000e+00
48.2402       	-5.000000e+00
48.243        	-5.000000e+00
48.2459       	-5.000000e+00
48.2489       	-5.000000e+00
48.2519       	-5.000000e+00
48.255        	-5.000000e+00
48.2582       	-5.000000e+00
48.2613       	-5.000000e+00
48.2644       	-5.000000e+00
48.2676       	-5.000000e+00
48.2708       	-5.000000e+00
48.2741       	-5.000000e+00
48.2774       	-5.000000e+00
48.2808       	-5.000000e+00
48.2842       	-5.000000e+00
48.2876       	-5.000000e+00
48.2912       	-5.000000e+00
48.2948       	-5.000000e+00
48.2984       	-5.000000e+00
48.302        	-5.000000e+00
